"chart_date","rank","artist","title","aus_flag","last_week","peak","weeks_in"
2023-06-05,5,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"6",5,12
2023-06-05,6,"Dua Lipa","Dance The Night (From Barbie The Album)",FALSE,"–",6,1
2023-06-05,7,"Ed Sheeran","Eyes Closed",FALSE,"8",3,10
2023-06-05,8,"Kali","Area Codes",FALSE,"13",8,3
2023-06-05,9,"Lana Del Rey","Say Yes To Heaven",FALSE,"7",7,2
2023-06-05,10,"Beyonce, Kendrick Lamar","America Has A Problem",FALSE,"–",10,1
2023-06-05,11,"Post Malone","Chemical",FALSE,"12",7,7
2023-06-05,12,"Lewis Capaldi","Wish You The Best",FALSE,"11",10,7
2023-06-05,13,"Ed Sheeran Feat. Luke Combs","Life Goes On",FALSE,"10",10,3
2023-06-05,14,"Lil Mabu","Mathematical Disrespect",FALSE,"9",7,3
2023-06-05,15,"Kylie Minogue","Padam Padam",TRUE,"14",14,2
2023-06-05,16,"Labrinth","Never Felt So Alone",FALSE,"15",9,8
2023-06-05,17,"David Guetta, Anne-Marie & Coi Leray","Baby Don't Hurt Me",FALSE,"18",17,3
2023-06-05,18,"Morgan Wallen","Thinkin' Bout Me",FALSE,"19",12,10
2023-06-05,19,"Sam Barber","Straight and Narrow",FALSE,"17",11,7
2023-06-05,20,"MK & Dom Dolla","Rhyme Dust",TRUE,"20",9,13
2023-05-29,1,"Morgan Wallen","Last Night",FALSE,"1",1,16
2023-05-29,2,"Fifty Fifty","The Beginning: Cupid",FALSE,"2",2,8
2023-05-29,3,"David Kushner","Daylight",FALSE,"3",3,6
2023-05-29,4,"Luke Combs","Fast Car",FALSE,"4",4,8
2023-05-29,5,"Lil Durk Feat. J. Cole","All My Life",FALSE,"8",5,2
2023-05-29,6,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"6",5,11
2023-05-29,7,"Lana Del Rey","Say Yes To Heaven",FALSE,"–",7,1
2023-05-29,8,"Ed Sheeran","Eyes Closed",FALSE,"5",3,9
2023-05-29,9,"Lil Mabu","Mathematical Disrespect",FALSE,"7",7,2
2023-05-29,10,"Ed Sheeran Feat. Luke Combs","Life Goes On",FALSE,"10",10,2
2023-05-29,11,"Lewis Capaldi","Wish You The Best",FALSE,"11",10,6
2023-05-29,12,"Post Malone","Chemical",FALSE,"9",7,6
2023-05-29,13,"Kali","Area Codes",FALSE,"14",13,2
2023-05-29,14,"Kylie Minogue","Padam Padam",TRUE,"–",14,1
2023-05-29,15,"Labrinth","Never Felt So Alone",FALSE,"12",9,7
2023-05-29,16,"Post Malone","Mourning",FALSE,"–",16,1
2023-05-29,17,"Sam Barber","Straight and Narrow",FALSE,"13",11,6
2023-05-29,18,"David Guetta, Anne-Marie & Coi Leray","Baby Don't Hurt Me",FALSE,"22",18,2
2023-05-29,19,"Morgan Wallen","Thinkin' Bout Me",FALSE,"19",12,9
2023-05-29,20,"MK & Dom Dolla","Rhyme Dust",TRUE,"18",9,12
2023-05-22,1,"Morgan Wallen","Last Night",FALSE,"1",1,15
2023-05-22,2,"Fifty Fifty","The Beginning: Cupid",FALSE,"2",2,7
2023-05-22,3,"David Kushner","Daylight",FALSE,"3",3,5
2023-05-22,4,"Luke Combs","Fast Car",FALSE,"5",4,7
2023-05-22,5,"Ed Sheeran","Eyes Closed",FALSE,"4",3,8
2023-05-22,6,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"6",5,10
2023-05-22,7,"Lil Mabu","Mathematical Disrespect",FALSE,"–",7,1
2023-05-22,8,"Lil Durk Feat. J. Cole","All My Life",FALSE,"–",8,1
2023-05-22,9,"Post Malone","Chemical",FALSE,"7",7,5
2023-05-22,10,"Ed Sheeran Feat. Luke Combs","Life Goes On",FALSE,"–",10,1
2023-05-22,11,"Lewis Capaldi","Wish You The Best",FALSE,"12",10,5
2023-05-22,12,"Labrinth","Never Felt So Alone",FALSE,"9",9,6
2023-05-22,13,"Sam Barber","Straight and Narrow",FALSE,"11",11,5
2023-05-22,14,"Kali","Area Codes",FALSE,"–",14,1
2023-05-22,15,"Ed Sheeran","Curtains",FALSE,"8",8,2
2023-05-22,16,"Drake","Search & Rescue",FALSE,"14",3,6
2023-05-22,17,"The Weeknd, Featuring Future","Double Fantasy",FALSE,"10",6,4
2023-05-22,18,"MK & Dom Dolla","Rhyme Dust",TRUE,"15",9,11
2023-05-22,19,"Morgan Wallen","Thinkin' Bout Me",FALSE,"16",12,8
2023-05-22,20,"P!nk","Trustfall",FALSE,"17",8,16
2023-05-15,1,"Morgan Wallen","Last Night",FALSE,"1",1,14
2023-05-15,2,"Fifty Fifty","The Beginning: Cupid",FALSE,"2",2,6
2023-05-15,3,"David Kushner","Daylight",FALSE,"4",3,4
2023-05-15,4,"Ed Sheeran","Eyes Closed",FALSE,"8",3,7
2023-05-15,5,"Luke Combs","Fast Car",FALSE,"5",4,6
2023-05-15,6,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"6",5,9
2023-05-15,7,"Post Malone","Chemical",FALSE,"9",7,4
2023-05-15,8,"Ed Sheeran","Curtains",FALSE,"–",8,1
2023-05-15,9,"Labrinth","Never Felt So Alone",FALSE,"11",9,5
2023-05-15,10,"The Weeknd, Featuring Future","Double Fantasy",FALSE,"7",6,3
2023-05-15,11,"Sam Barber","Straight and Narrow",FALSE,"13",11,4
2023-05-15,12,"Lewis Capaldi","Wish You The Best",FALSE,"10",10,4
2023-05-15,13,"Ed Sheeran","Boat",FALSE,"36",13,2
2023-05-15,14,"Drake","Search & Rescue",FALSE,"12",3,5
2023-05-15,15,"MK & Dom Dolla","Rhyme Dust",TRUE,"14",9,10
2023-05-15,16,"Morgan Wallen","Thinkin' Bout Me",FALSE,"17",12,7
2023-05-15,17,"P!nk","Trustfall",FALSE,"16",8,15
2023-05-15,18,"The Kid Laroi","Love Again",TRUE,"15",5,15
2023-05-15,19,"Bring Me The Horizon","LosT",FALSE,"–",19,1
2023-05-15,20,"Jack Harlow","They Don't Love It",FALSE,"20",20,2
2023-05-08,1,"Morgan Wallen","Last Night",FALSE,"1",1,13
2023-05-08,2,"Fifty Fifty","The Beginning: Cupid",FALSE,"4",2,5
2023-05-08,3,"Miley Cyrus","Flowers",FALSE,"2",1,16
2023-05-08,4,"David Kushner","Daylight",FALSE,"3",3,3
2023-05-08,5,"Luke Combs","Fast Car",FALSE,"5",4,5
2023-05-08,6,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"7",5,8
2023-05-08,7,"The Weeknd, Featuring Future","Double Fantasy",FALSE,"6",6,2
2023-05-08,8,"Ed Sheeran","Eyes Closed",FALSE,"8",3,6
2023-05-08,9,"Post Malone","Chemical",FALSE,"9",7,3
2023-05-08,10,"Lewis Capaldi","Wish You The Best",FALSE,"12",10,3
2023-05-08,11,"Labrinth","Never Felt So Alone",FALSE,"11",10,4
2023-05-08,12,"Drake","Search & Rescue",FALSE,"10",3,4
2023-05-08,13,"Sam Barber","Straight and Narrow",FALSE,"16",13,3
2023-05-08,14,"MK & Dom Dolla","Rhyme Dust",TRUE,"13",9,9
2023-05-08,15,"The Kid Laroi","Love Again",TRUE,"15",5,14
2023-05-08,16,"P!nk","Trustfall",FALSE,"14",8,14
2023-05-08,17,"Morgan Wallen","Thinkin' Bout Me",FALSE,"17",12,6
2023-05-08,18,"David Guetta, Anne-Marie & Coi Leray","Baby Don't Hurt Me",FALSE,"23",18,1
2023-05-08,19,"Luke Combs","Love You Anyway",FALSE,"20",9,10
2023-05-08,20,"Jack Harlow","They Don't Love It",FALSE,"–",20,1
2023-05-01,1,"Morgan Wallen","Last Night",FALSE,"1",1,12
2023-05-01,2,"Miley Cyrus","Flowers",FALSE,"2",1,15
2023-05-01,3,"David Kushner","Daylight",FALSE,"3",3,2
2023-05-01,4,"Fifty Fifty","The Beginning: Cupid",FALSE,"5",4,4
2023-05-01,5,"Luke Combs","Fast Car",FALSE,"4",4,4
2023-05-01,6,"The Weeknd, Featuring Future","Double Fantasy",FALSE,"–",6,1
2023-05-01,7,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"9",5,7
2023-05-01,8,"Ed Sheeran","Eyes Closed",FALSE,"6",3,5
2023-05-01,9,"Post Malone","Chemical",FALSE,"7",7,2
2023-05-01,10,"Drake","Search & Rescue",FALSE,"8",3,3
2023-05-01,11,"Labrinth","Never Felt So Alone",FALSE,"10",10,3
2023-05-01,12,"Lewis Capaldi","Wish You The Best",FALSE,"14",12,2
2023-05-01,13,"MK & Dom Dolla","Rhyme Dust",TRUE,"11",9,8
2023-05-01,14,"P!nk","Trustfall",FALSE,"12",8,13
2023-05-01,15,"The Kid Laroi","Love Again",TRUE,"13",5,13
2023-05-01,16,"Sam Barber","Straight and Narrow",FALSE,"17",16,2
2023-05-01,17,"Morgan Wallen","Thinkin' Bout Me",FALSE,"15",12,5
2023-05-01,18,"Jack Black","Peaches",FALSE,"19",18,2
2023-05-01,19,"Ed Sheeran","Boat",FALSE,"–",19,1
2023-05-01,20,"Luke Combs","Love You Anyway",FALSE,"20",9,9
2023-04-24,1,"Morgan Wallen","Last Night",FALSE,"1",1,11
2023-04-24,2,"Miley Cyrus","Flowers",FALSE,"2",1,14
2023-04-24,3,"David Kushner","Daylight",FALSE,"–",3,1
2023-04-24,4,"Luke Combs","Fast Car",FALSE,"5",4,3
2023-04-24,5,"Fifty Fifty","The Beginning: Cupid",FALSE,"6",5,3
2023-04-24,6,"Ed Sheeran","Eyes Closed",FALSE,"4",3,4
2023-04-24,7,"Post Malone","Chemical",FALSE,"–",7,1
2023-04-24,8,"Drake","Search & Rescue",FALSE,"3",3,2
2023-04-24,9,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"7",5,6
2023-04-24,10,"Labrinth","Never Felt So Alone",FALSE,"13",10,2
2023-04-24,11,"MK & Dom Dolla","Rhyme Dust",TRUE,"9",9,7
2023-04-24,12,"P!nk","Trustfall",FALSE,"10",8,12
2023-04-24,13,"The Kid Laroi","Love Again",TRUE,"8",5,12
2023-04-24,14,"Lewis Capaldi","Wish You The Best",FALSE,"–",14,1
2023-04-24,15,"Morgan Wallen","Thinkin' Bout Me",FALSE,"12",12,4
2023-04-24,16,"Taylor Swift","All Of The Girls You Loved Before",FALSE,"11",5,5
2023-04-24,17,"Sam Barber","Straight and Narrow",FALSE,"–",17,1
2023-04-24,18,"Kanii","I Know",FALSE,"16",16,2
2023-04-24,19,"Jack Black","Peaches",FALSE,"–",19,1
2023-04-24,20,"Luke Combs","Love You Anyway",FALSE,"18",9,8
2023-04-17,1,"Morgan Wallen","Last Night",FALSE,"2",1,10
2023-04-17,2,"Miley Cyrus","Flowers",FALSE,"1",1,13
2023-04-17,3,"Drake","Search & Rescue",FALSE,"–",3,1
2023-04-17,4,"Ed Sheeran","Eyes Closed",FALSE,"3",3,3
2023-04-17,5,"Luke Combs","Fast Car",FALSE,"4",4,2
2023-04-17,6,"Fifty Fifty","The Beginning: Cupid",FALSE,"6",6,2
2023-04-17,7,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"5",5,5
2023-04-17,8,"The Kid Laroi","Love Again",TRUE,"12",5,11
2023-04-17,9,"MK & Dom Dolla","Rhyme Dust",TRUE,"14",9,6
2023-04-17,10,"P!nk","Trustfall",FALSE,"10",8,11
2023-04-17,11,"Taylor Swift","All Of The Girls You Loved Before",FALSE,"9",5,4
2023-04-17,12,"Morgan Wallen","Thinkin' Bout Me",FALSE,"15",12,3
2023-04-17,13,"Labrinth","Never Felt So Alone",FALSE,"–",13,1
2023-04-17,14,"Luke Combs","5 Leaf Clover",FALSE,"11",7,4
2023-04-17,15,"Jisoo","Flower",FALSE,"7",7,2
2023-04-17,16,"Kanii","I Know",FALSE,"25",16,1
2023-04-17,17,"Meghan Trainor","Mother",FALSE,"16",14,4
2023-04-17,18,"Luke Combs","Love You Anyway",FALSE,"17",9,7
2023-04-17,19,"Tyler, The Creator","Dogtooth",FALSE,"8",8,2
2023-04-17,20,"Morgan Wallen","Ain't That Some",FALSE,"18",11,6
2023-04-10,1,"Miley Cyrus","Flowers",FALSE,"1",1,12
2023-04-10,2,"Morgan Wallen","Last Night",FALSE,"2",2,9
2023-04-10,3,"Ed Sheeran","Eyes Closed",FALSE,"4",3,2
2023-04-10,4,"Luke Combs","Fast Car",FALSE,"–",4,1
2023-04-10,5,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"8",5,4
2023-04-10,6,"Fifty Fifty","The Beginning: Cupid",FALSE,"23",6,1
2023-04-10,7,"Jisoo","Flower",FALSE,"–",7,1
2023-04-10,8,"Tyler, The Creator","Dogtooth",FALSE,"–",8,1
2023-04-10,9,"Taylor Swift","All Of The Girls You Loved Before",FALSE,"5",5,3
2023-04-10,10,"P!nk","Trustfall",FALSE,"11",8,10
2023-04-10,11,"Luke Combs","5 Leaf Clover",FALSE,"7",7,3
2023-04-10,12,"The Kid Laroi","Love Again",TRUE,"10",5,10
2023-04-10,13,"Central Cee","Let Go",FALSE,"12",6,16
2023-04-10,14,"MK & Dom Dolla","Rhyme Dust",TRUE,"17",9,5
2023-04-10,15,"Morgan Wallen","Thinkin' Bout Me",FALSE,"16",15,2
2023-04-10,16,"Meghan Trainor","Mother",FALSE,"20",14,3
2023-04-10,17,"Luke Combs","Love You Anyway",FALSE,"9",9,6
2023-04-10,18,"Morgan Wallen","Ain't That Some",FALSE,"18",11,5
2023-04-10,19,"Jimin","Like Crazy",FALSE,"6",6,2
2023-04-10,20,"NewJeans","OMG",FALSE,"22",13,12
2023-04-03,1,"Miley Cyrus","Flowers",FALSE,"1",1,11
2023-04-03,2,"Morgan Wallen","Last Night",FALSE,"3",2,8
2023-04-03,3,"SZA","Kill Bill",FALSE,"4",1,16
2023-04-03,4,"Ed Sheeran","Eyes Closed",FALSE,"–",4,1
2023-04-03,5,"Taylor Swift","All Of The Girls You Loved Before",FALSE,"7",5,2
2023-04-03,6,"Jimin","Like Crazy",FALSE,"–",6,1
2023-04-03,7,"Luke Combs","5 Leaf Clover",FALSE,"15",7,2
2023-04-03,8,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"10",8,3
2023-04-03,9,"Luke Combs","Love You Anyway",FALSE,"24",9,5
2023-04-03,10,"The Kid Laroi","Love Again",TRUE,"8",5,9
2023-04-03,11,"P!nk","Trustfall",FALSE,"9",8,9
2023-04-03,12,"Central Cee","Let Go",FALSE,"12",6,15
2023-04-03,13,"SZA","Snooze",FALSE,"13",12,9
2023-04-03,14,"Luke Combs","Growin' Up and Gettin' Old",FALSE,"34",14,2
2023-04-03,15,"Libianca","People",FALSE,"16",14,8
2023-04-03,16,"Morgan Wallen","Thinkin' Bout Me",FALSE,"–",16,1
2023-04-03,17,"MK & Dom Dolla","Rhyme Dust",TRUE,"21",9,4
2023-04-03,18,"Morgan Wallen","Ain't That Some",FALSE,"17",11,4
2023-04-03,19,"Miley Cyrus","River",FALSE,"11",7,3
2023-04-03,20,"Meghan Trainor","Mother",FALSE,"14",14,2
2023-03-27,1,"Miley Cyrus","Flowers",FALSE,"1",1,10
2023-03-27,2,"PinkPantheress","Boy's a liar",FALSE,"2",2,7
2023-03-27,3,"Morgan Wallen","Last Night",FALSE,"4",3,7
2023-03-27,4,"SZA","Kill Bill",FALSE,"3",1,15
2023-03-27,5,"Coi Leray","Players",FALSE,"5",4,10
2023-03-27,6,"Metro Boomin, The Weeknd & 21 Savage","Creepin'",FALSE,"6",5,16
2023-03-27,7,"Taylor Swift","All Of The Girls You Loved Before",FALSE,"–",7,1
2023-03-27,8,"The Kid Laroi","Love Again",TRUE,"8",5,8
2023-03-27,9,"P!nk","Trustfall",FALSE,"9",8,8
2023-03-27,10,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"15",10,2
2023-03-27,11,"Miley Cyrus","River",FALSE,"7",7,2
2023-03-27,12,"Central Cee","Let Go",FALSE,"10",6,14
2023-03-27,13,"SZA","Snooze",FALSE,"12",12,8
2023-03-27,14,"Meghan Trainor","Mother",FALSE,"21",14,1
2023-03-27,15,"Luke Combs","5 Leaf Clover",FALSE,"–",15,1
2023-03-27,16,"Libianca","People",FALSE,"14",14,7
2023-03-27,17,"Morgan Wallen","Ain't That Some",FALSE,"17",11,3
2023-03-27,18,"Morgan Wallen","One Thing At A Time",FALSE,"19",14,3
2023-03-27,19,"Jimin","Set Me Free, Pt. 2",FALSE,"–",19,1
2023-03-27,20,"NewJeans","OMG",FALSE,"16",13,11
2023-03-20,1,"Miley Cyrus","Flowers",FALSE,"1",1,9
2023-03-20,2,"PinkPantheress","Boy's a liar",FALSE,"2",2,6
2023-03-20,3,"SZA","Kill Bill",FALSE,"3",1,14
2023-03-20,4,"Morgan Wallen","Last Night",FALSE,"4",4,6
2023-03-20,5,"Coi Leray","Players",FALSE,"5",4,9
2023-03-20,6,"Metro Boomin, The Weeknd & 21 Savage","Creepin'",FALSE,"6",5,15
2023-03-20,7,"Miley Cyrus","River",FALSE,"–",7,1
2023-03-20,8,"The Kid Laroi","Love Again",TRUE,"7",5,7
2023-03-20,9,"P!nk","Trustfall",FALSE,"8",8,7
2023-03-20,10,"Central Cee","Let Go",FALSE,"10",6,13
2023-03-20,11,"MK & Dom Dolla","Rhyme Dust",TRUE,"9",9,3
2023-03-20,12,"SZA","Snooze",FALSE,"12",12,7
2023-03-20,13,"Onefour Feat. CG","Comma's",TRUE,"13",13,3
2023-03-20,14,"Libianca","People",FALSE,"16",14,6
2023-03-20,15,"Calvin Harris & Ellie Goulding","Miracle",FALSE,"–",15,1
2023-03-20,16,"NewJeans","OMG",FALSE,"15",13,10
2023-03-20,17,"Morgan Wallen","Ain't That Some",FALSE,"11",11,2
2023-03-20,18,"Miley Cyrus","Jaded",FALSE,"–",18,1
2023-03-20,19,"Morgan Wallen","One Thing At A Time",FALSE,"14",14,2
2023-03-20,20,"Niall Horan","Heaven",FALSE,"19",9,4
2023-03-13,1,"Miley Cyrus","Flowers",FALSE,"1",1,8
2023-03-13,2,"PinkPantheress","Boy's a liar",FALSE,"2",2,5
2023-03-13,3,"SZA","Kill Bill",FALSE,"3",1,13
2023-03-13,4,"Morgan Wallen","Last Night",FALSE,"5",4,5
2023-03-13,5,"Coi Leray","Players",FALSE,"4",4,8
2023-03-13,6,"Metro Boomin, The Weeknd & 21 Savage","Creepin'",FALSE,"6",5,14
2023-03-13,7,"The Kid Laroi","Love Again",TRUE,"7",5,6
2023-03-13,8,"P!nk","Trustfall",FALSE,"8",8,6
2023-03-13,9,"MK & Dom Dolla","Rhyme Dust",TRUE,"10",9,2
2023-03-13,10,"Central Cee","Let Go",FALSE,"11",6,12
2023-03-13,11,"Morgan Wallen","Ain't That Some",FALSE,"–",11,1
2023-03-13,12,"SZA","Snooze",FALSE,"13",12,6
2023-03-13,13,"Onefour Feat. CG","Comma's",TRUE,"16",13,2
2023-03-13,14,"Morgan Wallen","One Thing At A Time",FALSE,"–",14,1
2023-03-13,15,"NewJeans","OMG",FALSE,"14",13,9
2023-03-13,16,"Libianca","People",FALSE,"17",16,5
2023-03-13,17,"j-hope & J. Cole","on the street",FALSE,"–",17,1
2023-03-13,18,"Luke Combs","Love You Anyway",FALSE,"15",12,4
2023-03-13,19,"Niall Horan","Heaven",FALSE,"9",9,3
2023-03-13,20,"Metro Boomin, Future & Chris Brown","Superhero (Heroes & Villains)",FALSE,"20",8,11
2023-03-06,1,"Miley Cyrus","Flowers",FALSE,"1",1,7
2023-03-06,2,"PinkPantheress","Boy's a liar",FALSE,"2",2,4
2023-03-06,3,"SZA","Kill Bill",FALSE,"3",1,12
2023-03-06,4,"Coi Leray","Players",FALSE,"4",4,7
2023-03-06,5,"Morgan Wallen","Last Night",FALSE,"6",5,4
2023-03-06,6,"Metro Boomin, The Weeknd & 21 Savage","Creepin'",FALSE,"5",5,13
2023-03-06,7,"The Kid Laroi","Love Again",TRUE,"9",5,5
2023-03-06,8,"P!nk","Trustfall",FALSE,"8",8,5
2023-03-06,9,"Niall Horan","Heaven",FALSE,"20",9,2
2023-03-06,10,"MK & Dom Dolla","Rhyme Dust",TRUE,"–",10,1
2023-03-06,11,"Central Cee","Let Go",FALSE,"10",6,11
2023-03-06,12,"Drake & 21 Savage","Rich Flex",FALSE,"11",3,17
2023-03-06,13,"SZA","Snooze",FALSE,"12",12,5
2023-03-06,14,"NewJeans","OMG",FALSE,"13",13,8
2023-03-06,15,"Luke Combs","Love You Anyway",FALSE,"14",12,3
2023-03-06,16,"Onefour Feat. CG","Comma's",TRUE,"–",16,1
2023-03-06,17,"Libianca","People",FALSE,"17",17,4
2023-03-06,18,"SZA","Low",FALSE,"21",18,1
2023-03-06,19,"Skrillex, Fred again.. & Flowdan","Rumble",FALSE,"16",10,8
2023-03-06,20,"Metro Boomin, Future & Chris Brown","Superhero (Heroes & Villains)",FALSE,"19",8,10
2023-02-27,1,"Miley Cyrus","Flowers",FALSE,"1",1,6
2023-02-27,2,"PinkPantheress","Boy's a liar",FALSE,"3",2,3
2023-02-27,3,"SZA","Kill Bill",FALSE,"2",1,11
2023-02-27,4,"Coi Leray","Players",FALSE,"5",4,6
2023-02-27,5,"Metro Boomin, The Weeknd & 21 Savage","Creepin'",FALSE,"6",5,12
2023-02-27,6,"Morgan Wallen","Last Night",FALSE,"8",6,3
2023-02-27,7,"Tiësto & Tate McRae","10:35",FALSE,"10",7,11
2023-02-27,8,"P!nk","Trustfall",FALSE,"13",8,4
2023-02-27,9,"The Kid Laroi","Love Again",TRUE,"7",5,4
2023-02-27,10,"Central Cee","Let Go",FALSE,"11",6,10
2023-02-27,11,"Drake & 21 Savage","Rich Flex",FALSE,"14",3,16
2023-02-27,12,"SZA","Snooze",FALSE,"17",12,4
2023-02-27,13,"NewJeans","OMG",FALSE,"15",13,7
2023-02-27,14,"Luke Combs","Love You Anyway",FALSE,"12",12,2
2023-02-27,15,"P!nk","Never Gonna Not Dance Again",FALSE,"28",15,1
2023-02-27,16,"Skrillex, Fred again.. & Flowdan","Rumble",FALSE,"18",10,7
2023-02-27,17,"Libianca","People",FALSE,"21",17,3
2023-02-27,18,"Sam Smith","I'm Not Here To Make Friends",FALSE,"19",16,3
2023-02-27,19,"Metro Boomin, Future & Chris Brown","Superhero (Heroes & Villains)",FALSE,"25",8,9
2023-02-27,20,"Niall Horan","Heaven",FALSE,"–",20,1
2023-02-20,1,"Miley Cyrus","Flowers",FALSE,"1",1,5
2023-02-20,2,"SZA","Kill Bill",FALSE,"2",1,10
2023-02-20,3,"PinkPantheress","Boy's a liar",FALSE,"11",3,2
2023-02-20,4,"Taylor Swift","Anti-Hero",FALSE,"4",1,17
2023-02-20,5,"Coi Leray","Players",FALSE,"9",5,5
2023-02-20,6,"Metro Boomin, The Weeknd & 21 Savage","Creepin'",FALSE,"6",5,11
2023-02-20,7,"The Kid Laroi","Love Again",TRUE,"5",5,3
2023-02-20,8,"Morgan Wallen","Last Night",FALSE,"13",8,2
2023-02-20,9,"Meghan Trainor","Made You Look",FALSE,"7",3,17
2023-02-20,10,"Tiësto & Tate McRae","10:35",FALSE,"8",8,10
2023-02-20,11,"Central Cee","Let Go",FALSE,"10",6,9
2023-02-20,12,"Luke Combs","Love You Anyway",FALSE,"–",12,1
2023-02-20,13,"P!nk","Trustfall",FALSE,"14",13,3
2023-02-20,14,"Drake & 21 Savage","Rich Flex",FALSE,"12",3,15
2023-02-20,15,"NewJeans","OMG",FALSE,"17",14,6
2023-02-20,16,"Linkin Park","Lost",FALSE,"–",16,1
2023-02-20,17,"SZA","Snooze",FALSE,"20",15,3
2023-02-20,18,"Skrillex, Fred again.. & Flowdan","Rumble",FALSE,"18",10,6
2023-02-20,19,"Sam Smith","I'm Not Here To Make Friends",FALSE,"16",16,2
2023-02-20,20,"Taylor Swift","Lavender Haze",FALSE,"22",2,16
2023-02-13,1,"Miley Cyrus","Flowers",FALSE,"1",1,4
2023-02-13,2,"SZA","Kill Bill",FALSE,"2",1,9
2023-02-13,3,"Raye Feat. 070 Shake","Escapism.",FALSE,"3",3,11
2023-02-13,4,"Taylor Swift","Anti-Hero",FALSE,"4",1,16
2023-02-13,5,"The Kid Laroi","Love Again",TRUE,"7",5,2
