"chart_date","rank","artist","title","aus_flag","last_week","peak","weeks_in"
2024-06-03,1,"Tommy Richman","Million Dollar Baby",FALSE,"1",1,5
2024-06-03,2,"Shaboozey","A Bar Song (Tipsy)",FALSE,"3",2,6
2024-06-03,3,"Post Malone Feat. Morgan Wallen","I Had Some Help",FALSE,"2",1,3
2024-06-03,4,"Sabrina Carpenter","Espresso",FALSE,"4",1,7
2024-06-03,5,"Billie Eilish","Lunch",FALSE,"5",5,2
2024-06-03,6,"Billie Eilish","Birds Of A Feather",FALSE,"8",6,2
2024-06-03,7,"Kendrick Lamar","Not Like Us",FALSE,"6",5,4
2024-06-03,8,"Hozier","Too Sweet",FALSE,"10",1,10
2024-06-03,9,"Billie Eilish","Chihiro",FALSE,"7",7,2
2024-06-03,10,"Taylor Swift Feat. Post Malone","Fortnight",FALSE,"9",1,6
2024-06-03,11,"Artemas","I like the way you kiss me",FALSE,"11",3,10
2024-06-03,12,"Zach Bryan","Pink Skies",FALSE,"–",12,1
2024-06-03,13,"Central Cee Feat. Lil Baby","Band4Band",FALSE,"–",13,1
2024-06-03,14,"Myles Smith","Stargazing",FALSE,"14",14,3
2024-06-03,15,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"13",2,12
2024-06-03,16,"Taylor Swift","I Can Do It With a Broken Heart",FALSE,"12",6,5
2024-06-03,17,"Mark Ambor","Belong Together",FALSE,"17",12,9
2024-06-03,18,"Benson Boone","Slow It Down",FALSE,"18",11,9
2024-06-03,19,"Future, Metro Boomin","Like That",FALSE,"15",4,10
2024-06-03,20,"Taylor Swift","Down Bad",FALSE,"16",2,6
2024-05-27,1,"Tommy Richman","Million Dollar Baby",FALSE,"2",1,4
2024-05-27,2,"Post Malone Feat. Morgan Wallen","I Had Some Help",FALSE,"1",1,2
2024-05-27,3,"Shaboozey","A Bar Song (Tipsy)",FALSE,"3",3,5
2024-05-27,4,"Sabrina Carpenter","Espresso",FALSE,"4",1,6
2024-05-27,5,"Billie Eilish","Lunch",FALSE,"–",5,1
2024-05-27,6,"Kendrick Lamar","Not Like Us",FALSE,"5",5,3
2024-05-27,7,"Billie Eilish","Chihiro",FALSE,"–",7,1
2024-05-27,8,"Billie Eilish","Birds Of A Feather",FALSE,"–",8,1
2024-05-27,9,"Taylor Swift Feat. Post Malone","Fortnight",FALSE,"6",1,5
2024-05-27,10,"Hozier","Too Sweet",FALSE,"7",1,9
2024-05-27,11,"Artemas","I like the way you kiss me",FALSE,"8",3,9
2024-05-27,12,"Taylor Swift","I Can Do It With a Broken Heart",FALSE,"9",6,4
2024-05-27,13,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"12",2,11
2024-05-27,14,"Myles Smith","Stargazing",FALSE,"18",14,2
2024-05-27,15,"Future, Metro Boomin","Like That",FALSE,"14",4,9
2024-05-27,16,"Taylor Swift","Down Bad",FALSE,"10",2,5
2024-05-27,17,"Mark Ambor","Belong Together",FALSE,"13",12,8
2024-05-27,18,"Benson Boone","Slow It Down",FALSE,"16",11,8
2024-05-27,19,"SZA","Saturn",FALSE,"15",4,13
2024-05-27,20,"Luke Combs","Ain't No Love In Oklahoma (From Twisters: The Album)",FALSE,"–",20,1
2024-05-20,1,"Post Malone Feat. Morgan Wallen","I Had Some Help",FALSE,"–",1,1
2024-05-20,2,"Tommy Richman","Million Dollar Baby",FALSE,"2",2,3
2024-05-20,3,"Shaboozey","A Bar Song (Tipsy)",FALSE,"3",3,4
2024-05-20,4,"Sabrina Carpenter","Espresso",FALSE,"1",1,5
2024-05-20,5,"Kendrick Lamar","Not Like Us",FALSE,"9",5,2
2024-05-20,6,"Taylor Swift Feat. Post Malone","Fortnight",FALSE,"4",1,4
2024-05-20,7,"Hozier","Too Sweet",FALSE,"7",1,8
2024-05-20,8,"Artemas","I like the way you kiss me",FALSE,"6",3,8
2024-05-20,9,"Taylor Swift","I Can Do It With a Broken Heart",FALSE,"10",6,3
2024-05-20,10,"Taylor Swift","Down Bad",FALSE,"11",2,4
2024-05-20,11,"Kendrick Lamar","Euphoria",FALSE,"8",8,2
2024-05-20,12,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"12",2,10
2024-05-20,13,"Mark Ambor","Belong Together",FALSE,"14",12,7
2024-05-20,14,"Future, Metro Boomin","Like That",FALSE,"13",4,8
2024-05-20,15,"SZA","Saturn",FALSE,"15",4,12
2024-05-20,16,"Benson Boone","Slow It Down",FALSE,"17",11,7
2024-05-20,17,"Lay Bankz","Tell Ur Girlfriend",FALSE,"18",11,5
2024-05-20,18,"Myles Smith","Stargazing",FALSE,"–",18,1
2024-05-20,19,"Beyoncé","Texas Hold 'Em",FALSE,"20",1,14
2024-05-20,20,"Chappell Roan","Good Luck, Babe!",FALSE,"22",19,2
2024-05-13,1,"Sabrina Carpenter","Espresso",FALSE,"2",1,4
2024-05-13,2,"Tommy Richman","Million Dollar Baby",FALSE,"14",2,2
2024-05-13,3,"Shaboozey","A Bar Song (Tipsy)",FALSE,"3",3,3
2024-05-13,4,"Taylor Swift Feat. Post Malone","Fortnight",FALSE,"1",1,3
2024-05-13,5,"Benson Boone","Beautiful Things",FALSE,"4",1,16
2024-05-13,6,"Artemas","I like the way you kiss me",FALSE,"5",3,7
2024-05-13,7,"Hozier","Too Sweet",FALSE,"7",1,7
2024-05-13,8,"Kendrick Lamar","Euphoria",FALSE,"–",8,1
2024-05-13,9,"Kendrick Lamar","Not Like Us",FALSE,"–",9,1
2024-05-13,10,"Taylor Swift","I Can Do It With a Broken Heart",FALSE,"6",6,2
2024-05-13,11,"Taylor Swift","Down Bad",FALSE,"8",2,3
2024-05-13,12,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"9",2,9
2024-05-13,13,"Future, Metro Boomin","Like That",FALSE,"16",4,7
2024-05-13,14,"Mark Ambor","Belong Together",FALSE,"12",12,6
2024-05-13,15,"SZA","Saturn",FALSE,"10",4,11
2024-05-13,16,"Drake","Family Matters",FALSE,"–",16,1
2024-05-13,17,"Benson Boone","Slow It Down",FALSE,"18",11,6
2024-05-13,18,"Lay Bankz","Tell Ur Girlfriend",FALSE,"13",11,4
2024-05-13,19,"Drake","Push Ups",FALSE,"17",14,3
2024-05-13,20,"Beyoncé","Texas Hold 'Em",FALSE,"15",1,13
2024-05-06,1,"Taylor Swift Feat. Post Malone","Fortnight",FALSE,"1",1,2
2024-05-06,2,"Sabrina Carpenter","Espresso",FALSE,"7",2,3
2024-05-06,3,"Shaboozey","A Bar Song (Tipsy)",FALSE,"9",3,2
2024-05-06,4,"Benson Boone","Beautiful Things",FALSE,"5",1,15
2024-05-06,5,"Artemas","I like the way you kiss me",FALSE,"6",3,6
2024-05-06,6,"Taylor Swift","I Can Do It With a Broken Heart",FALSE,"–",6,1
2024-05-06,7,"Hozier","Too Sweet",FALSE,"4",1,6
2024-05-06,8,"Taylor Swift","Down Bad",FALSE,"2",2,2
2024-05-06,9,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"8",2,8
2024-05-06,10,"SZA","Saturn",FALSE,"10",4,10
2024-05-06,11,"Michael Marcagi","Scared To Start",FALSE,"13",5,16
2024-05-06,12,"Mark Ambor","Belong Together",FALSE,"15",12,5
2024-05-06,13,"Lay Bankz","Tell Ur Girlfriend",FALSE,"11",11,3
2024-05-06,14,"Tommy Richman","Million Dollar Baby",FALSE,"–",14,1
2024-05-06,15,"Beyoncé","Texas Hold 'Em",FALSE,"12",1,12
2024-05-06,16,"Future, Metro Boomin","Like That",FALSE,"16",4,6
2024-05-06,17,"Drake","Push Ups",FALSE,"14",14,2
2024-05-06,18,"Benson Boone","Slow It Down",FALSE,"17",11,5
2024-05-06,19,"Chappell Roan","Good Luck, Babe!",FALSE,"21",19,1
2024-05-06,20,"Good Neighbours","Home",FALSE,"19",8,13
2024-04-29,1,"Taylor Swift Feat. Post Malone","Fortnight",FALSE,"–",1,1
2024-04-29,2,"Taylor Swift","Down Bad",FALSE,"–",2,1
2024-04-29,3,"Taylor Swift","The Tortured Poets Department",FALSE,"–",3,1
2024-04-29,4,"Hozier","Too Sweet",FALSE,"1",1,5
2024-04-29,5,"Benson Boone","Beautiful Things",FALSE,"2",1,14
2024-04-29,6,"Artemas","I like the way you kiss me",FALSE,"3",3,5
2024-04-29,7,"Sabrina Carpenter","Espresso",FALSE,"4",4,2
2024-04-29,8,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"5",2,7
2024-04-29,9,"Shaboozey","A Bar Song (Tipsy)",FALSE,"21",9,1
2024-04-29,10,"SZA","Saturn",FALSE,"9",4,9
2024-04-29,11,"Lay Bankz","Tell Ur Girlfriend",FALSE,"13",11,2
2024-04-29,12,"Beyoncé","Texas Hold 'Em",FALSE,"6",1,11
2024-04-29,13,"Michael Marcagi","Scared To Start",FALSE,"7",5,15
2024-04-29,14,"Drake","Push Ups",FALSE,"–",14,1
2024-04-29,15,"Mark Ambor","Belong Together",FALSE,"15",15,4
2024-04-29,16,"Future, Metro Boomin","Like That",FALSE,"8",4,5
2024-04-29,17,"Benson Boone","Slow It Down",FALSE,"14",11,4
2024-04-29,18,"Bryson Tiller","Whatever She Wants",FALSE,"18",14,9
2024-04-29,19,"Good Neighbours","Home",FALSE,"11",8,12
2024-04-29,20,"Dua Lipa","Illusion",FALSE,"10",10,2
2024-04-22,1,"Hozier","Too Sweet",FALSE,"2",1,4
2024-04-22,2,"Benson Boone","Beautiful Things",FALSE,"1",1,13
2024-04-22,3,"Artemas","I like the way you kiss me",FALSE,"3",3,4
2024-04-22,4,"Sabrina Carpenter","Espresso",FALSE,"–",4,1
2024-04-22,5,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"4",2,6
2024-04-22,6,"Beyoncé","Texas Hold 'Em",FALSE,"5",1,10
2024-04-22,7,"Michael Marcagi","Scared To Start",FALSE,"7",5,14
2024-04-22,8,"Future, Metro Boomin","Like That",FALSE,"6",4,4
2024-04-22,9,"SZA","Saturn",FALSE,"8",4,8
2024-04-22,10,"Dua Lipa","Illusion",FALSE,"–",10,1
2024-04-22,11,"Good Neighbours","Home",FALSE,"9",8,11
2024-04-22,12,"Kanye West, Ty Dolla $ign","Carnival",FALSE,"10",3,10
2024-04-22,13,"Lay Bankz","Tell Ur Girlfriend",FALSE,"–",13,1
2024-04-22,14,"Benson Boone","Slow It Down",FALSE,"11",11,3
2024-04-22,15,"Mark Ambor","Belong Together",FALSE,"15",15,3
2024-04-22,16,"Dua Lipa","Training Season",FALSE,"12",4,9
2024-04-22,17,"Illit","Magnetic",FALSE,"14",14,3
2024-04-22,18,"Bryson Tiller","Whatever She Wants",FALSE,"17",14,8
2024-04-22,19,"21 Savage","Redrum",FALSE,"18",5,14
2024-04-22,20,"Beyoncé, Miley Cyrus","II Most Wanted",FALSE,"13",8,3
2024-04-15,1,"Benson Boone","Beautiful Things",FALSE,"1",1,12
2024-04-15,2,"Hozier","Too Sweet",FALSE,"5",2,3
2024-04-15,3,"Artemas","I like the way you kiss me",FALSE,"4",3,3
2024-04-15,4,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"3",2,5
2024-04-15,5,"Beyoncé","Texas Hold 'Em",FALSE,"2",1,9
2024-04-15,6,"Future, Metro Boomin","Like That",FALSE,"6",4,3
2024-04-15,7,"Michael Marcagi","Scared To Start",FALSE,"7",5,13
2024-04-15,8,"SZA","Saturn",FALSE,"10",4,7
2024-04-15,9,"Good Neighbours","Home",FALSE,"12",8,10
2024-04-15,10,"Kanye West, Ty Dolla $ign","Carnival",FALSE,"9",3,9
2024-04-15,11,"Benson Boone","Slow It Down",FALSE,"15",11,2
2024-04-15,12,"Dua Lipa","Training Season",FALSE,"13",4,8
2024-04-15,13,"Beyoncé, Miley Cyrus","II Most Wanted",FALSE,"8",8,2
2024-04-15,14,"Illit","Magnetic",FALSE,"16",14,2
2024-04-15,15,"Mark Ambor","Belong Together",FALSE,"18",15,2
2024-04-15,16,"J. Cole","7 Minute Drill",FALSE,"–",16,1
2024-04-15,17,"Bryson Tiller","Whatever She Wants",FALSE,"14",14,7
2024-04-15,18,"21 Savage","Redrum",FALSE,"17",5,13
2024-04-15,19,"Beyoncé","Jolene",FALSE,"11",11,2
2024-04-15,20,"Ariana Grande","Yes, And?",FALSE,"20",2,13
2024-04-08,1,"Benson Boone","Beautiful Things",FALSE,"1",1,11
2024-04-08,2,"Beyoncé","Texas Hold 'Em",FALSE,"3",1,8
2024-04-08,3,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"2",2,4
2024-04-08,4,"Artemas","I like the way you kiss me",FALSE,"11",4,2
2024-04-08,5,"Hozier","Too Sweet",FALSE,"5",5,2
2024-04-08,6,"Future, Metro Boomin","Like That",FALSE,"4",4,2
2024-04-08,7,"Michael Marcagi","Scared To Start",FALSE,"6",5,12
2024-04-08,8,"Beyoncé, Miley Cyrus","II Most Wanted",FALSE,"–",8,1
2024-04-08,9,"Kanye West, Ty Dolla $ign","Carnival",FALSE,"7",3,8
2024-04-08,10,"SZA","Saturn",FALSE,"8",4,6
2024-04-08,11,"Beyoncé","Jolene",FALSE,"–",11,1
2024-04-08,12,"Good Neighbours","Home",FALSE,"10",8,9
2024-04-08,13,"Dua Lipa","Training Season",FALSE,"12",4,7
2024-04-08,14,"Bryson Tiller","Whatever She Wants",FALSE,"14",14,6
2024-04-08,15,"Benson Boone","Slow It Down",FALSE,"21",15,1
2024-04-08,16,"Illit","Magnetic",FALSE,"–",16,1
2024-04-08,17,"21 Savage","Redrum",FALSE,"17",5,12
2024-04-08,18,"Mark Ambor","Belong Together",FALSE,"22",18,1
2024-04-08,19,"Ariana Grande","The Boy Is Mine",FALSE,"18",13,3
2024-04-08,20,"Ariana Grande","Yes, And?",FALSE,"16",2,12
2024-04-01,1,"Benson Boone","Beautiful Things",FALSE,"1",1,10
2024-04-01,2,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"2",2,3
2024-04-01,3,"Beyonce","Texas Hold 'Em",FALSE,"3",1,7
2024-04-01,4,"Future, Metro Boomin","Like That",FALSE,"–",4,1
2024-04-01,5,"Hozier","Too Sweet",FALSE,"–",5,1
2024-04-01,6,"Michael Marcagi","Scared To Start",FALSE,"5",5,11
2024-04-01,7,"Kanye West, Ty Dolla $ign","Carnival",FALSE,"4",3,7
2024-04-01,8,"SZA","Saturn",FALSE,"7",4,5
2024-04-01,9,"Fred again.. & Baby Keem","leavemealone",FALSE,"6",5,16
2024-04-01,10,"Good Neighbours","Home",FALSE,"8",8,8
2024-04-01,11,"Artemas","I like the way you kiss me",FALSE,"–",11,1
2024-04-01,12,"Dua Lipa","Training Season",FALSE,"11",4,6
2024-04-01,13,"Future, Metro Boomin","Type S**t",FALSE,"–",13,1
2024-04-01,14,"Bryson Tiller","Whatever She Wants",FALSE,"14",14,5
2024-04-01,15,"Future, Metro Boomin","Cinderella",FALSE,"–",15,1
2024-04-01,16,"Ariana Grande","Yes, And?",FALSE,"9",2,11
2024-04-01,17,"21 Savage","Redrum",FALSE,"12",5,11
2024-04-01,18,"Ariana Grande","The Boy Is Mine",FALSE,"13",13,2
2024-04-01,19,"YG Marley","Praise Jah In the Moonlight",FALSE,"16",5,9
2024-04-01,20,"Olivia Rodrigo","So American",FALSE,"–",20,1
2024-03-25,1,"Benson Boone","Beautiful Things",FALSE,"1",1,9
2024-03-25,2,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"2",2,2
2024-03-25,3,"Beyonce","Texas Hold 'Em",FALSE,"3",1,6
2024-03-25,4,"Kanye West, Ty Dolla $ign","Carnival",FALSE,"4",3,6
2024-03-25,5,"Michael Marcagi","Scared To Start",FALSE,"8",5,10
2024-03-25,6,"Fred again.. & Baby Keem","leavemealone",FALSE,"7",5,15
2024-03-25,7,"SZA","Saturn",FALSE,"6",4,4
2024-03-25,8,"Good Neighbours","Home",FALSE,"10",8,7
2024-03-25,9,"Ariana Grande","Yes, And?",FALSE,"5",2,10
2024-03-25,10,"Dasha","Austin",FALSE,"16",10,2
2024-03-25,11,"Dua Lipa","Training Season",FALSE,"12",4,5
2024-03-25,12,"21 Savage","Redrum",FALSE,"11",5,10
2024-03-25,13,"Ariana Grande","The Boy Is Mine",FALSE,"–",13,1
2024-03-25,14,"Bryson Tiller","Whatever She Wants",FALSE,"14",14,4
2024-03-25,15,"Flo Milli","Never Lose Me",FALSE,"15",6,11
2024-03-25,16,"YG Marley","Praise Jah In the Moonlight",FALSE,"13",5,8
2024-03-25,17,"V","FRI(END)S",FALSE,"–",17,1
2024-03-25,18,"Kanye West, Ty Dolla $ign","Burn",FALSE,"17",7,6
2024-03-25,19,"Fred Again.. & Lil Yachty & Overmono","stayinit",FALSE,"18",15,3
2024-03-25,20,"4Bats & Drake","Act II: Date @ 8 (Remix)",FALSE,"–",20,1
2024-03-18,1,"Benson Boone","Beautiful Things",FALSE,"1",1,8
2024-03-18,2,"Ariana Grande","We Can't Be Friends (Wait For Your Love)",FALSE,"–",2,1
2024-03-18,3,"Beyonce","Texas Hold 'Em",FALSE,"2",1,5
2024-03-18,4,"Kanye West, Ty Dolla $ign","Carnival",FALSE,"3",3,5
2024-03-18,5,"Ariana Grande","Yes, And?",FALSE,"11",2,9
2024-03-18,6,"SZA","Saturn",FALSE,"4",4,3
2024-03-18,7,"Fred again.. & Baby Keem","leavemealone",FALSE,"5",5,14
2024-03-18,8,"Michael Marcagi","Scared To Start",FALSE,"7",7,9
2024-03-18,9,"Ariana Grande","Supernatural",FALSE,"–",9,1
2024-03-18,10,"Good Neighbours","Home",FALSE,"10",10,6
2024-03-18,11,"21 Savage","Redrum",FALSE,"6",5,9
2024-03-18,12,"Dua Lipa","Training Season",FALSE,"8",4,4
2024-03-18,13,"YG Marley","Praise Jah In the Moonlight",FALSE,"9",5,7
2024-03-18,14,"Bryson Tiller","Whatever She Wants",FALSE,"16",14,3
2024-03-18,15,"Flo Milli","Never Lose Me",FALSE,"14",6,10
2024-03-18,16,"Dasha","Austin",FALSE,"–",16,1
2024-03-18,17,"Kanye West, Ty Dolla $ign","Burn",FALSE,"13",7,5
2024-03-18,18,"Fred Again.. & Lil Yachty & Overmono","stayinit",FALSE,"15",15,2
2024-03-18,19,"Royel Otis","Murder on the Dance Floor - triple j Like A Version",TRUE,"17",11,7
2024-03-18,20,"Madison Beer","Make You Mine",FALSE,"21",20,1
2024-03-11,1,"Benson Boone","Beautiful Things",FALSE,"2",1,7
2024-03-11,2,"Beyonce","Texas Hold 'Em",FALSE,"1",1,4
2024-03-11,3,"Kanye West, Ty Dolla $ign","Carnival",FALSE,"5",3,4
2024-03-11,4,"SZA","Saturn",FALSE,"4",4,2
2024-03-11,5,"Fred again.. & Baby Keem","leavemealone",FALSE,"17",5,13
2024-03-11,6,"21 Savage","Redrum",FALSE,"7",5,8
2024-03-11,7,"Michael Marcagi","Scared To Start",FALSE,"11",7,8
2024-03-11,8,"Dua Lipa","Training Season",FALSE,"8",4,3
2024-03-11,9,"YG Marley","Praise Jah In the Moonlight",FALSE,"6",5,6
2024-03-11,10,"Good Neighbours","Home",FALSE,"10",10,5
2024-03-11,11,"Ariana Grande","Yes, And?",FALSE,"12",2,8
2024-03-11,12,"Tate McRae","Exes",FALSE,"14",5,16
2024-03-11,13,"Kanye West, Ty Dolla $ign","Burn",FALSE,"16",7,4
2024-03-11,14,"Flo Milli","Never Lose Me",FALSE,"15",6,9
2024-03-11,15,"Fred Again.. & Lil Yachty & Overmono","stayinit",FALSE,"77",15,1
2024-03-11,16,"Bryson Tiller","Whatever She Wants",FALSE,"20",16,2
2024-03-11,17,"Royel Otis","Murder on the Dance Floor - triple j Like A Version",TRUE,"18",11,6
2024-03-11,18,"Muni Long, Lil Jon","Made For Me",FALSE,"22",18,1
2024-03-11,19,"Yeat","Breathe",FALSE,"–",19,1
2024-03-11,20,"Pharrell Williams Feat. Miley Cyrus","Doctor (Work It Out)",FALSE,"–",20,1
2024-03-04,1,"Beyonce","Texas Hold 'Em",FALSE,"2",1,3
2024-03-04,2,"Benson Boone","Beautiful Things",FALSE,"1",1,6
2024-03-04,3,"Jack Harlow","Lovin On Me",FALSE,"3",1,16
2024-03-04,4,"SZA","Saturn",FALSE,"–",4,1
2024-03-04,5,"Kanye West, Ty Dolla $ign","Carnival",FALSE,"5",3,3
2024-03-04,6,"YG Marley","Praise Jah In the Moonlight",FALSE,"7",5,5
2024-03-04,7,"21 Savage","Redrum",FALSE,"9",5,7
2024-03-04,8,"Dua Lipa","Training Season",FALSE,"4",4,2
2024-03-04,9,"Dua Lipa","Houdini",FALSE,"8",2,16
2024-03-04,10,"Good Neighbours","Home",FALSE,"10",10,4
2024-03-04,11,"Michael Marcagi","Scared To Start",FALSE,"11",8,7
2024-03-04,12,"Ariana Grande","Yes, And?",FALSE,"6",2,7
2024-03-04,13,"Cyril","Stumblin' In",TRUE,"16",13,3
2024-03-04,14,"Tate McRae","Exes",FALSE,"14",5,15
2024-03-04,15,"Flo Milli","Never Lose Me",FALSE,"12",6,8
2024-03-04,16,"Kanye West, Ty Dolla $ign","Burn",FALSE,"13",7,3
2024-03-04,17,"Fred again.. & Baby Keem","leavemealone",FALSE,"17",6,12
2024-03-04,18,"Royel Otis","Murder on the Dance Floor - triple j Like A Version",TRUE,"15",11,5
2024-03-04,19,"Selena Gomez","Love On",FALSE,"–",19,1
2024-03-04,20,"Bryson Tiller","Whatever She Wants",FALSE,"23",20,1
2024-02-26,1,"Benson Boone","Beautiful Things",FALSE,"1",1,5
2024-02-26,2,"Beyonce","Texas Hold 'Em",FALSE,"13",2,2
2024-02-26,3,"Jack Harlow","Lovin On Me",FALSE,"2",1,15
2024-02-26,4,"Dua Lipa","Training Season",FALSE,"–",4,1
2024-02-26,5,"Kanye West, Ty Dolla $ign","Carnival",FALSE,"3",3,2
2024-02-26,6,"Ariana Grande","Yes, And?",FALSE,"8",2,6
2024-02-26,7,"YG Marley","Praise Jah In the Moonlight",FALSE,"5",5,4
2024-02-26,8,"Dua Lipa","Houdini",FALSE,"4",2,15
2024-02-26,9,"21 Savage","Redrum",FALSE,"6",5,6
2024-02-26,10,"Good Neighbours","Home",FALSE,"17",10,3
2024-02-26,11,"Michael Marcagi","Scared To Start",FALSE,"11",8,6
2024-02-26,12,"Flo Milli","Never Lose Me",FALSE,"10",6,7
2024-02-26,13,"Kanye West, Ty Dolla $ign","Burn",FALSE,"7",7,2
2024-02-26,14,"Tate McRae","Exes",FALSE,"12",5,14
2024-02-26,15,"Royel Otis","Murder on the Dance Floor - triple j Like A Version",TRUE,"14",11,4
2024-02-26,16,"Cyril","Stumblin' In",TRUE,"18",16,2
2024-02-26,17,"Fred again.. & Baby Keem","leavemealone",FALSE,"16",6,11
2024-02-26,18,"Kanye West, Ty Dolla $ign","Back to Me",FALSE,"9",9,2
2024-02-26,19,"Chris Brown","Angel Numbers / Ten Toes",FALSE,"21",14,7
2024-02-26,20,"Morgan Wallen","Spin You Around (1/24)",FALSE,"23",20,2
2024-02-19,1,"Benson Boone","Beautiful Things",FALSE,"2",1,4
2024-02-19,2,"Jack Harlow","Lovin On Me",FALSE,"1",1,14
2024-02-19,3,"Kanye West, Ty Dolla $ign","Carnival",FALSE,"–",3,1
2024-02-19,4,"Dua Lipa","Houdini",FALSE,"4",2,14
2024-02-19,5,"YG Marley","Praise Jah In the Moonlight",FALSE,"6",5,3
2024-02-19,6,"21 Savage","Redrum",FALSE,"5",5,5
2024-02-19,7,"Kanye West, Ty Dolla $ign","Burn",FALSE,"–",7,1
2024-02-19,8,"Ariana Grande","Yes, And?",FALSE,"3",2,5
2024-02-19,9,"Kanye West, Ty Dolla $ign","Back to Me",FALSE,"–",9,1
2024-02-19,10,"Flo Milli","Never Lose Me",FALSE,"7",6,6
2024-02-19,11,"Michael Marcagi","Scared To Start",FALSE,"10",8,5
2024-02-19,12,"Tate McRae","Exes",FALSE,"8",5,13
2024-02-19,13,"Beyonce","Texas Hold 'Em",FALSE,"–",13,1
2024-02-19,14,"Royel Otis","Murder on the Dance Floor - triple j Like A Version",TRUE,"11",11,3
2024-02-19,15,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"12",1,16
2024-02-19,16,"Fred again.. & Baby Keem","leavemealone",FALSE,"9",6,10
2024-02-19,17,"Good Neighbours","Home",FALSE,"13",13,2
2024-02-19,18,"Cyril","Stumblin' In",TRUE,"21",18,1
2024-02-19,19,"Noah Kahan","Forever",FALSE,"–",19,1
2024-02-19,20,"Taylor Swift","Style (Taylor's Version)",FALSE,"26",20,1
2024-02-12,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,13
2024-02-12,2,"Benson Boone","Beautiful Things",FALSE,"2",2,3
2024-02-12,3,"Ariana Grande","Yes, And?",FALSE,"3",2,4
2024-02-12,4,"Dua Lipa","Houdini",FALSE,"4",2,13
2024-02-12,5,"21 Savage","Redrum",FALSE,"5",5,4
2024-02-12,6,"YG Marley","Praise Jah In the Moonlight",FALSE,"10",6,2
2024-02-12,7,"Flo Milli","Never Lose Me",FALSE,"6",6,5
2024-02-12,8,"Tate McRae","Exes",FALSE,"7",5,12
2024-02-12,9,"Fred again.. & Baby Keem","leavemealone",FALSE,"9",6,9
2024-02-12,10,"Michael Marcagi","Scared To Start",FALSE,"8",8,4
2024-02-12,11,"Royel Otis","Murder on the Dance Floor - triple j Like A Version",TRUE,"13",11,2
2024-02-12,12,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"11",1,15
2024-02-12,13,"Good Neighbours","Home",FALSE,"21",13,1
2024-02-12,14,"Justin Timberlake","Selfish",FALSE,"20",14,2
2024-02-12,15,"Ice Spice","Think U The S**t (F**t)",FALSE,"14",14,2
2024-02-12,16,"Megan Thee Stallion","Hiss",FALSE,"12",12,2
2024-02-12,17,"Nicki Minaj","FTCU",FALSE,"15",8,8
2024-02-12,18,"Chris Brown","Angel Numbers / Ten Toes",FALSE,"18",14,6
2024-02-12,19,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"16",9,12
2024-02-12,20,"Morgan Wallen","Spin You Around (1/24)",FALSE,"–",20,1
2024-02-05,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,12
2024-02-05,2,"Benson Boone","Beautiful Things",FALSE,"4",2,2
2024-02-05,3,"Ariana Grande","Yes, And?",FALSE,"2",2,3
2024-02-05,4,"Dua Lipa","Houdini",FALSE,"3",2,12
2024-02-05,5,"21 Savage","Redrum",FALSE,"6",5,3
2024-02-05,6,"Flo Milli","Never Lose Me",FALSE,"8",6,4
2024-02-05,7,"Tate McRae","Exes",FALSE,"9",5,11
2024-02-05,8,"Michael Marcagi","Scared To Start",FALSE,"12",8,3
2024-02-05,9,"Fred again.. & Baby Keem","leavemealone",FALSE,"7",6,8
2024-02-05,10,"YG Marley","Praise Jah In the Moonlight",FALSE,"–",10,1
2024-02-05,11,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"10",1,14
2024-02-05,12,"Megan Thee Stallion","Hiss",FALSE,"–",12,1
2024-02-05,13,"Royel Otis","Murder on the Dance Floor - triple j Like A Version",TRUE,"–",13,1
2024-02-05,14,"Ice Spice","Think U The S**t (F**t)",FALSE,"–",14,1
2024-02-05,15,"Nicki Minaj","FTCU",FALSE,"14",8,7
2024-02-05,16,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"18",9,11
2024-02-05,17,"Noah Kahan & Sam Fender","Homesick",FALSE,"13",13,2
2024-02-05,18,"Chris Brown","Angel Numbers / Ten Toes",FALSE,"20",14,5
2024-02-05,19,"Troye Sivan","One Of Your Girls",TRUE,"22",10,15
